,pupilId,classId,taskId,taskSeriesId,duration,state,evaluation,falseAttempts,teacherFeedback,revision,helpRequested,subType,question,sampleSolution,number words in answer,numberHints,rating_content,rating_format,rating_creativity
204,jRT6yzZ2ip5ab5ZFM,qFEyvypMn4sAwLwtc,AIClosing-1-5,AIClosing,80,KI können uns sehr im Alltag helfen und auch leben retten solange sie nicht inteliegenter als menschen sein könne.,correct,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",19.0,,4.0,2.0,3.0
207,jRT6yzZ2ip5ab5ZFM,qFEyvypMn4sAwLwtc,AIClosing-1-8,AIClosing,50,Ich finde dieses system mit den GMBH mega cool so kriegt man auch nen reiz die beste GMBH von allen zu sein :),correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",23.0,,5.0,5.0,5.0
209,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,199,<h3>Meine Meinung zu Künstliche Intelligenz ist sehr prositiv auch wenn ich nicht zu viel erfahrung damit gemacht habe </h3><br>,correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",19.0,,3.0,4.0,4.0
216,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,109,"<em style=""color: rgb(32, 33, 34);"">künstliche Intelligenz</em><span style=""color: rgb(32, 33, 34);"">&nbsp;spiegelt sich oft die aus der Aufklärung&nbsp;stammende&nbsp;Vorstellung vom „Menschen als Maschine“ wider, dessen Nachahmung sich die sogenannte&nbsp;</span><em style=""color: rgb(32, 33, 34);"">starke KI</em><span style=""color: rgb(32, 33, 34);"">&nbsp;zum Ziel setzt: eine Intelligenz zu erschaffen, die das menschliche&nbsp;denken&nbsp;mechanisieren soll,</span><a href=""https://de.wikipedia.org/wiki/K%C3%BCnstliche_Intelligenz#cite_note-Nilsson-2009-1"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(6, 69, 173);""><sup>[1]</sup></a><span style=""color: rgb(32, 33, 34);"">&nbsp;bzw. eine Maschine zu konstruieren und zu bauen, die&nbsp;</span><em style=""color: rgb(32, 33, 34);"">intelligent</em><span style=""color: rgb(32, 33, 34);"">&nbsp;reagiert oder sich eben&nbsp;</span><em style=""color: rgb(32, 33, 34);"">wie ein Mensch</em><span style=""color: rgb(32, 33, 34);"">&nbsp;verhält. Die Ziele der starken KI sind nach Jahrzehnten der Forschung weiterhin visionär.</span>",false,"['<p><em style=""color: rgb(32, 33, 34);"">künstliche Intelligenz</em><span style=""color: rgb(32, 33, 34);"">&nbsp;spiegelt sich oft die aus der Aufklärung&nbsp;stammende&nbsp;Vorstellung vom „Menschen als Maschine“ wider, dessen Nachahmung sich die sogenannte&nbsp;</span><em style=""color: rgb(32, 33, 34);"">starke KI</em><span style=""color: rgb(32, 33, 34);"">&nbsp;zum Ziel setzt: eine Intelligenz zu erschaffen, die das menschliche&nbsp;denken&nbsp;mechanisieren soll,</span><a href=""https://de.wikipedia.org/wiki/K%C3%BCnstliche_Intelligenz#cite_note-Nilsson-2009-1"" rel=""noopener noreferrer"" target=""_blank"" style=""color: rgb(6, 69, 173);""><sup>[1]</sup></a><span style=""color: rgb(32, 33, 34);"">&nbsp;bzw. eine Maschine zu konstruieren und zu bauen, die&nbsp;</span><em style=""color: rgb(32, 33, 34);"">intelligent</em><span style=""color: rgb(32, 33, 34);"">&nbsp;reagiert oder sich eben&nbsp;</span><em style=""color: rgb(32, 33, 34);"">wie ein Mensch</em><span style=""color: rgb(32, 33, 34);"">&nbsp;verhält. Die Ziele der starken KI sind nach Jahrzehnten der Forschung weiterhin visionär.</span></p>']",Wikipedia kopiert!,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",98.0,,1.0,1.0,1.0
219,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,164,"<span style=""color: rgb(32, 41, 42);"">die Folge von Anweisungen findet sich häufig in Software wieder und liegt im Quellcode vor.</span>",correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",19.0,,5.0,4.0,4.0
224,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,80,"<span style=""color: rgb(32, 33, 36);"">Maschinelle Lernen beschreibt den Erwerb von Wissen durch ein künstliches System. Der Computer generiert hier analog wie ein Mensch selbstständig Wissen aus Erfahrungen und kann eigenständig Lösungen für neue und unbekannte Probleme finden.</span>",correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",37.0,,5.0,5.0,4.0
234,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,Clustering-2-1-1,Clustering-2,82,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",5.0,,0.0,0.0,0.0
244,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,LimitsML-1-2,LimitsML,6,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",5.0,,0.0,0.0,0.0
251,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,EvalML-1-7,EvalML,9,"<span style=""color: rgb(51, 51, 51);"">⠀</span><br>",correct,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",5.0,,1.0,1.0,1.0
254,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,Impact-2-1-1,Impact-2,45,das Gesicht ist unscharf ,correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",4.0,,2.0,2.0,2.0
263,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,Impact-3-1-3,Impact-3,54,sicher werden die Kooperation mit Ki vorteile haben ,correct,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",8.0,,2.0,2.0,3.0
270,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,AIClosing-1-5,AIClosing,12,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",correct,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",5.0,,0.0,0.0,0.0
273,gooproPtWeTH6dtcB,qFEyvypMn4sAwLwtc,AIClosing-1-8,AIClosing,5,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",5.0,,5.0,5.0,5.0
275,vNMvj2EsvKXvqk3Qw,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,345,"Ich denke, künstliche Intelligenz sind Computer, die wie Menschen viel Wissen haben.",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",12.0,,4.0,5.0,3.0
281,FhFN5eiQduwiYKWEn,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,466,"küstliche Inteligenz fünktuniert wie ein baby, er lernt mit bilder sprache und was auf immer bei ihm angeht für beispeil wenn ich eine computer programbilder von handy zeige und dann ihm ein bild von ein hund ein bild von ein handy zeige kann er leicht erkennen welche von die beide ein handy ist und welche ein hund.",correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",57.0,,4.0,3.0,5.0
288,FhFN5eiQduwiYKWEn,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,306,"ki bedeutet lernen durch zeichnungen, erfahrungen, feedbacks, und dann auch selbständig entscheidungen treffen, und dann durch erfahrung und fehler lernen und sich verbessern .",correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",24.0,,4.0,2.0,4.0
291,FhFN5eiQduwiYKWEn,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,373,"wenn es ein tier der mit 4 beine lauft, wenn der mit eine leine verbinden ist, wenn er Gerüche wie ein hund macht , wenn er auch aussehen wie ein hund hast ,ist er ein hund",correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",36.0,,3.0,2.0,4.0
296,FhFN5eiQduwiYKWEn,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,105,maschinelle lernen wenn Mann der Computer keine Anforderungen gibt sondern lasst ihm selbst lernen und entwickeln,correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",16.0,,3.0,4.0,4.0
315,R8CkqGDeQXZmHxTuk,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,132,Eine KI Ist eine Art Computer der Stelbst  in der Lage ist sachen zu machen odersich zu bewegen oder Leuten zu Helfen,correct,,"K.I. ist erstmal ein Programm, das in einem Computer angewandt wird, damit dieser beispielsweise Muster erkennt.",,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",22.0,,4.0,3.0,3.0
322,R8CkqGDeQXZmHxTuk,qFEyvypMn4sAwLwtc,AI-4-v2-1-3,AI-4-v2,90,Eine KI ist etwas was durch lernen  sich viele sachen aneignen kann un deswegen vieles machen kann,correct,,,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",17.0,,2.0,3.0,3.0
325,R8CkqGDeQXZmHxTuk,qFEyvypMn4sAwLwtc,ML-1-1-1,ML-1,582,Ein Hund es hat Vier Pfoten es kann verschiedene Farben haben ebenfalls hat es eine leine und kann bellen<br>,correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",19.0,,4.0,3.0,4.0
330,R8CkqGDeQXZmHxTuk,qFEyvypMn4sAwLwtc,ML-2-1-2,ML-2,122,Maschinelles Lernen ist  das mann einer KI informaton gibt und sie dadurch Lernt und einsetzen kann,correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",16.0,,3.0,2.0,4.0
340,R8CkqGDeQXZmHxTuk,qFEyvypMn4sAwLwtc,Clustering-2-1-1,Clustering-2,200,"Ich denke die nummer 1, weil mehr mädchen benutzen make up und interessieren sich dafür und sie macht ja auch beauty und dafür benutzt sie make up und deswegen könnte sie es am meisten machen",pending,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",35.0,,,,
342,RCatXQL24GnNLyRcF,qFEyvypMn4sAwLwtc,AI-1-v2-1-2,AI-1-v2,129,"Künstliche Intelligenz liegt vor wenn Maschinen menschliches Verhalten nachahmen sollen, agieren sollen wie Menschen und in Zukunft auch so fühlen sollen. Ein Teilbereich ist dabei das maschinelle Lernen. Hier lernen Maschinen an vielen Wiederholungen etwas zu Erkennen oder zu tun. Menschen bringen dabei korrektes Verhalten bei und Maschinen trainieren dieses. Deep Learning geht auf neuronale Netze zurück und lässt Maschinen beispielsweise Muster in Bildern erkennen. Dabei sind diese so gut wie das Trainingsmaterial war, dass sie beim Lernen verwendet haben.",correct,,Tolle Antwort!,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",80.0,,5.0,5.0,5.0
